Year,Country,Survey,Age,EDHIW,perc,Head.or.Spouse_EDHIW,perc_spouse
1999,UK,UK99,55 to 59 years,20859,112.39,22269,119.99
1999,UK,UK99,60 to 64 years,17070,91.98,18121,97.64
1999,UK,UK99,65 to 69 years,14806,79.78,16156,87.05
1999,UK,UK99,70 to 74 years,13218,71.22,14028,75.59
1999,UK,UK99,75 to 79 years,12655,68.19,13504,72.76
1999,UK,UK99,80 years and over,12283,66.18,13044,70.28
1999,UK,UK99,TOTAL,18559,100.00,20087,108.23
2004,UK,UK04,Under 15 years,19037,86.45,*,-
2004,UK,UK04,15 to 19 years,21603,98.10,14206,64.51
2004,UK,UK04,20 to 24 years,25334,115.04,21496,97.61
2004,UK,UK04,25 to 29 years,26394,119.85,25699,116.70
2004,UK,UK04,30 to 34 years,25409,115.38,24702,112.17
2004,UK,UK04,35 to 39 years,24006,109.01,23749,107.84
2004,UK,UK04,40 to 44 years,25142,114.17,25524,115.90
2004,UK,UK04,45 to 49 years,27936,126.85,28774,130.66
2004,UK,UK04,50 to 54 years,28546,129.62,30022,136.33
2004,UK,UK04,55 to 59 years,25293,114.85,26876,122.04
2004,UK,UK04,60 to 64 years,20518,93.17,22312,101.32
2004,UK,UK04,65 to 69 years,17906,81.31,18978,86.18
2004,UK,UK04,70 to 74 years,16831,76.43,18104,82.21
2004,UK,UK04,75 to 79 years,15419,70.02,16086,73.05
2004,UK,UK04,80 years and over,15509,70.43,16200,73.56
2004,UK,UK04,TOTAL,22022,100.00,24002,108.99
2007,UK,UK07,Under 15 years,20509,86.92,*,-
2007,UK,UK07,15 to 19 years,23220,98.41,14678,62.21
2007,UK,UK07,20 to 24 years,24821,105.20,20969,88.87
2007,UK,UK07,25 to 29 years,28865,122.34,28595,121.19
2007,UK,UK07,30 to 34 years,27704,117.41,27102,114.86
2007,UK,UK07,35 to 39 years,25771,109.22,25562,108.34
2007,UK,UK07,40 to 44 years,27091,114.82,27498,116.54
2007,UK,UK07,45 to 49 years,28569,121.08,29562,125.29
2007,UK,UK07,50 to 54 years,29643,125.63,31196,132.21
2007,UK,UK07,55 to 59 years,26528,112.43,28912,122.53
2007,UK,UK07,60 to 64 years,22758,96.45,24400,103.41
2007,UK,UK07,65 to 69 years,20235,85.76,21483,91.05
2007,UK,UK07,70 to 74 years,18824,79.78,19781,83.84
2007,UK,UK07,75 to 79 years,17865,75.72,19423,82.32
2007,UK,UK07,80 years and over,17533,74.31,19139,81.11
2007,UK,UK07,TOTAL,23595,100.00,25846,109.54
2010,UK,UK10,Under 15 years,20399,88.64,*,-
2010,UK,UK10,15 to 19 years,21719,94.37,12837,55.78
2010,UK,UK10,20 to 24 years,21704,94.31,18759,81.51
2010,UK,UK10,25 to 29 years,25255,109.74,24022,104.38
2010,UK,UK10,30 to 34 years,26104,113.43,25651,111.46
2010,UK,UK10,35 to 39 years,25819,112.19,25795,112.08
2010,UK,UK10,40 to 44 years,25502,110.81,25980,112.89
2010,UK,UK10,45 to 49 years,27226,118.30,28231,122.67
2010,UK,UK10,50 to 54 years,28230,122.66,29935,130.07
2010,UK,UK10,55 to 59 years,26073,113.29,27989,121.62
2010,UK,UK10,60 to 64 years,23624,102.65,25436,110.52
2010,UK,UK10,65 to 69 years,21703,94.30,22584,98.13
2010,UK,UK10,70 to 74 years,19695,85.58,20710,89.99
2010,UK,UK10,75 to 79 years,18812,81.74,19536,84.89
2010,UK,UK10,80 years and over,18451,80.17,19358,84.11
2010,UK,UK10,TOTAL,23014,100.00,24953,108.43
1979,US,US79,Under 15 years,23411,85.00,*,-
1979,US,US79,15 to 19 years,28281,102.68,18787,68.21
1979,US,US79,20 to 24 years,29005,105.31,24753,89.87
1979,US,US79,25 to 29 years,28985,105.24,27700,100.57
1979,US,US79,30 to 34 years,29322,106.46,28542,103.63
1979,US,US79,35 to 39 years,29874,108.46,29661,107.69
1979,US,US79,40 to 44 years,32074,116.45,32254,117.10
1979,US,US79,45 to 49 years,34525,125.35,35219,127.87
1979,US,US79,50 to 54 years,34841,126.50,36214,131.48
1979,US,US79,55 to 59 years,34080,123.73,35811,130.02
1979,US,US79,60 to 64 years,29158,105.86,31645,114.89
1979,US,US79,65 to 69 years,23859,86.62,25837,93.81
1979,US,US79,70 to 74 years,20730,75.26,22487,81.64
1979,US,US79,75 to 79 years,18565,67.40,20521,74.51
1979,US,US79,80 years and over,17042,61.87,18747,68.06
1979,US,US79,TOTAL,27543,100.00,29606,107.49
1986,US,US86,Under 15 years,22691,81.39,*,-
1986,US,US86,15 to 19 years,27256,97.77,14301,51.30
1986,US,US86,20 to 24 years,27865,99.95,21383,76.70
1986,US,US86,25 to 29 years,28908,103.69,26793,96.11
1986,US,US86,30 to 34 years,28746,103.11,27936,100.21
1986,US,US86,35 to 39 years,30750,110.30,30421,109.12
1986,US,US86,40 to 44 years,33891,121.57,34177,122.59
1986,US,US86,45 to 49 years,36265,130.08,37146,133.24
1986,US,US86,50 to 54 years,36540,131.07,37780,135.52
1986,US,US86,55 to 59 years,33825,121.33,35161,126.12
1986,US,US86,60 to 64 years,30956,111.04,32876,117.93
1986,US,US86,65 to 69 years,27182,97.50,29428,105.56
1986,US,US86,70 to 74 years,24289,87.13,26918,96.56
1986,US,US86,75 to 79 years,21659,77.69,24671,88.50
1986,US,US86,80 years and over,18958,68.00,21137,75.82
1986,US,US86,TOTAL,27878,100.00,30437,109.18
1991,US,US91,Under 15 years,22592,80.87,*,-
1991,US,US91,15 to 19 years,26582,95.15,13124,46.98
1991,US,US91,20 to 24 years,27130,97.11,19940,71.38
1991,US,US91,25 to 29 years,28880,103.38,26735,95.70
1991,US,US91,30 to 34 years,28420,101.73,27419,98.15
1991,US,US91,35 to 39 years,30460,109.03,30288,108.42
1991,US,US91,40 to 44 years,33999,121.70,34385,123.08
1991,US,US91,45 to 49 years,37482,134.17,38643,138.33
1991,US,US91,50 to 54 years,37651,134.78,39079,139.89
1991,US,US91,55 to 59 years,34663,124.08,36821,131.80
1991,US,US91,60 to 64 years,31261,111.90,32854,117.60
1991,US,US91,65 to 69 years,27284,97.67,29316,104.94
1991,US,US91,70 to 74 years,24271,86.88,27087,96.96
1991,US,US91,75 to 79 years,22582,80.83,25349,90.74
1991,US,US91,80 years and over,19663,70.39,23161,82.91
1991,US,US91,TOTAL,27936,100.00,30722,109.97
1994,US,US94,Under 15 years,22998,82.73,*,-
1994,US,US94,15 to 19 years,26969,97.01,14387,51.75
1994,US,US94,20 to 24 years,25410,91.41,19612,70.55
1994,US,US94,25 to 29 years,27924,100.45,25960,93.38
1994,US,US94,30 to 34 years,28569,102.77,27931,100.47
1994,US,US94,35 to 39 years,30774,110.70,30710,110.47
1994,US,US94,40 to 44 years,33067,118.95,33662,121.09
1994,US,US94,45 to 49 years,37532,135.01,39135,140.78
1994,US,US94,50 to 54 years,38318,137.84,40396,145.31
1994,US,US94,55 to 59 years,34591,124.43,37038,133.24
1994,US,US94,60 to 64 years,30343,109.15,32516,116.97
1994,US,US94,65 to 69 years,26684,95.99,29204,105.05
1994,US,US94,70 to 74 years,24232,87.17,26577,95.60
1994,US,US94,75 to 79 years,22308,80.25,25350,91.19
1994,US,US94,80 years and over,19357,69.63,21865,78.65
1994,US,US94,TOTAL,27799,100.00,30761,110.66
1997,US,US97,Under 15 years,23959,81.79,*,-
1997,US,US97,15 to 19 years,28356,96.80,15967,54.51
1997,US,US97,20 to 24 years,27019,92.24,20872,71.25
1997,US,US97,25 to 29 years,29518,100.77,27318,93.26
1997,US,US97,30 to 34 years,30226,103.19,29460,100.57
1997,US,US97,35 to 39 years,30848,105.31,30967,105.72
1997,US,US97,40 to 44 years,33992,116.05,34461,117.65
1997,US,US97,45 to 49 years,37450,127.85,38807,132.48
1997,US,US97,50 to 54 years,40078,136.82,41949,143.21
1997,US,US97,55 to 59 years,37407,127.70,39542,134.99
1997,US,US97,60 to 64 years,32916,112.37,35249,120.34
1997,US,US97,65 to 69 years,29032,99.11,31183,106.46
1997,US,US97,70 to 74 years,25944,88.57,28178,96.20
1997,US,US97,75 to 79 years,23218,79.26,26493,90.44
1997,US,US97,80 years and over,20216,69.02,23742,81.05
1997,US,US97,TOTAL,29292,100.00,32361,110.48
2000,US,US00,Under 15 years,26770,85.25,*,-
2000,US,US00,15 to 19 years,30485,97.08,18363,58.48
2000,US,US00,20 to 24 years,28733,91.50,22679,72.22
2000,US,US00,25 to 29 years,31199,99.35,29505,93.96
2000,US,US00,30 to 34 years,32425,103.26,31845,101.41
2000,US,US00,35 to 39 years,33613,107.04,33637,107.12
2000,US,US00,40 to 44 years,36218,115.34,36998,117.82
2000,US,US00,45 to 49 years,38988,124.16,40613,129.33
2000,US,US00,50 to 54 years,41501,132.16,44224,140.83
2000,US,US00,55 to 59 years,38692,123.22,41219,131.26
2000,US,US00,60 to 64 years,33075,105.33,36150,115.12
2000,US,US00,65 to 69 years,29774,94.82,31662,100.83
2000,US,US00,70 to 74 years,26435,84.18,28160,89.68
2000,US,US00,75 to 79 years,23781,75.73,26179,83.37
2000,US,US00,80 years and over,21581,68.72,24807,79.00
2000,US,US00,TOTAL,31402,100.00,34356,109.41
2004,US,US04,Under 15 years,27795,87.57,*,-
2004,US,US04,15 to 19 years,30823,97.11,18664,58.80
2004,US,US04,20 to 24 years,28586,90.06,22585,71.15
2004,US,US04,25 to 29 years,30618,96.46,29242,92.13
2004,US,US04,30 to 34 years,32298,101.75,32084,101.08
2004,US,US04,35 to 39 years,33884,106.75,34346,108.21
2004,US,US04,40 to 44 years,36428,114.77,37550,118.30
2004,US,US04,45 to 49 years,38762,122.12,40555,127.77
2004,US,US04,50 to 54 years,41028,129.26,43945,138.45
2004,US,US04,55 to 59 years,39570,124.67,42918,135.21
2004,US,US04,60 to 64 years,35590,112.13,38172,120.26
2004,US,US04,65 to 69 years,30270,95.37,32878,103.58
2004,US,US04,70 to 74 years,26357,83.04,28883,91.00
2004,US,US04,75 to 79 years,23312,73.44,25458,80.21
2004,US,US04,80 years and over,21351,67.27,24378,76.80
2004,US,US04,TOTAL,31741,100.00,34800,109.64
2007,US,US07,Under 15 years,27678,85.95,*,-
2007,US,US07,15 to 19 years,30466,94.61,19854,61.65
2007,US,US07,20 to 24 years,28594,88.80,23434,72.77
2007,US,US07,25 to 29 years,31806,98.77,30524,94.79
2007,US,US07,30 to 34 years,33211,103.13,33084,102.74
2007,US,US07,35 to 39 years,35412,109.97,35629,110.64
2007,US,US07,40 to 44 years,36119,112.16,37193,115.50
2007,US,US07,45 to 49 years,37831,117.48,39777,123.52
2007,US,US07,50 to 54 years,40054,124.38,43082,133.79
2007,US,US07,55 to 59 years,40525,125.85,44114,136.99
2007,US,US07,60 to 64 years,37286,115.79,40490,125.74
2007,US,US07,65 to 69 years,31700,98.44,34931,108.47
2007,US,US07,70 to 74 years,27469,85.30,30202,93.79
2007,US,US07,75 to 79 years,24044,74.67,26688,82.88
2007,US,US07,80 years and over,21366,66.35,24246,75.29
2007,US,US07,TOTAL,32202,100.00,35508,110.27
2010,US,US10,Under 15 years,26643,85.39,*,-
2010,US,US10,15 to 19 years,29033,93.05,16303,52.25
2010,US,US10,20 to 24 years,27366,87.71,21364,68.47
2010,US,US10,25 to 29 years,30567,97.97,28974,92.86
2010,US,US10,30 to 34 years,31972,102.47,31647,101.43
2010,US,US10,35 to 39 years,33634,107.80,34211,109.65
2010,US,US10,40 to 44 years,34975,112.10,36276,116.27
2010,US,US10,45 to 49 years,36626,117.39,39022,125.07
2010,US,US10,50 to 54 years,38360,122.94,41390,132.66
2010,US,US10,55 to 59 years,39239,125.76,43431,139.20
2010,US,US10,60 to 64 years,36661,117.50,40230,128.94
2010,US,US10,65 to 69 years,33907,108.67,36478,116.91
2010,US,US10,70 to 74 years,28258,90.57,31145,99.82
2010,US,US10,75 to 79 years,25325,81.17,27667,88.67
2010,US,US10,80 years and over,22439,71.92,25437,81.53
2010,US,US10,TOTAL,31201,100.00,34756,111.39
